ASV,Kingdom,Phylum,Class,Order,Family,Genus
sq2543,Bacteria,Proteobacteria,Alphaproteobacteria,Puniceispirillales,SAR116_clade,SAR116_clade_uc
sq2544,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacteriaceae_uc
sq2545,Archaea,Crenarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Cand_Nitrosopumilus
sq2546,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,SAR11_Clade_II,SAR11_Clade_II_uc
sq2547,Bacteria,Proteobacteria,Gammaproteobacteria,Piscirickettsiales,Piscirickettsiaceae,Cand_Endoecteinascidia
sq2548,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Caulobacter
sq2549,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Magnetospiraceae,Magnetospiraceae_uc
sq2550,Bacteria,Gemmatimonadota,BD2-11,BD2-11_uc,BD2-11_uc,BD2-11_uc
sq2551,Bacteria,Proteobacteria,Gammaproteobacteria,Arenicellales,Arenicellaceae,Arenicella
sq2552,Bacteria,Hydrogenedentes,Hydrogenedentia,Hydrogenedentiales,Hydrogenedensaceae,Hydrogenedensaceae_uc
sq2553,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Blastopirellula
sq2554,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cyclobacteriaceae,Cyclobacteriaceae_uc
sq2555,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Magnetospiraceae,Magnetospiraceae_uc
sq2556,Bacteria,Marinimicrobia_SAR406,Marinimicrobia_SAR406_uc,Marinimicrobia_SAR406_uc,Marinimicrobia_SAR406_uc,Marinimicrobia_SAR406_uc
sq2557,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Litoricolaceae,Litoricola
sq2558,Bacteria,Proteobacteria,Gammaproteobacteria,SAR86_clade,SAR86_clade_uc,SAR86_clade_uc
sq2559,Bacteria,Margulisbacteria,Margulisbacteria_uc,Margulisbacteria_uc,Margulisbacteria_uc,Margulisbacteria_uc
sq2560,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Paracoccus
sq2561,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Rhodopirellula
sq2562,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,SAR11_Clade_II,SAR11_Clade_II_uc
sq2563,Bacteria,Gemmatimonadota,BD2-11,BD2-11_uc,BD2-11_uc,BD2-11_uc
sq2565,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Phyllobacterium
sq2566,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas
sq2567,Bacteria,Proteobacteria,Gammaproteobacteria,Thiotrichales,Thiotrichaceae,Thiotrichaceae_uc
sq2568,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Magnetospiraceae,Magnetospiraceae_uc
sq2569,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Anaerobacillus
sq2570,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Kordia
sq2571,Bacteria,Planctomycetota,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,JL-ETNP-F27
sq2572,Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,Microtrichaceae,Sva0996
sq2573,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Ascidiaceihabitans
sq2574,Bacteria,Chloroflexi,JG30-KF-CM66,JG30-KF-CM66_uc,JG30-KF-CM66_uc,JG30-KF-CM66_uc
sq2575,Bacteria,Proteobacteria,Gammaproteobacteria,EPR3968-O8a-Bc78,EPR3968-O8a-Bc78_uc,EPR3968-O8a-Bc78_uc
sq2576,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,SAR11_Clade_I,SAR11_Clade_Ia
sq2577,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Methylobacterium-Methylorubrum
sq2578,Bacteria,Bdellovibrionota,Oligoflexia,Oligoflexales,Oligoflexales_uc,Oligoflexales_uc
sq2579,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,NS9,NS9_uc
sq2580,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,SAR11_Clade_II,SAR11_Clade_II_uc
sq2581,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Crocinitomicaceae,Crocinitomix
sq2582,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Rhodopirellula
sq2583,Bacteria,Planctomycetota,Planctomycetes,Planctomycetales,Planctomycetales_uc,Planctomycetales_uc
sq2584,Bacteria,PAUC34f,PAUC34f_uc,PAUC34f_uc,PAUC34f_uc,PAUC34f_uc
sq2585,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Crocinitomicaceae,Salinirepens
sq2586,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Thalassospiraceae,Thalassospira
sq2587,Bacteria,Proteobacteria,Gammaproteobacteria,OM182_clade,OM182_clade_uc,OM182_clade_uc
sq2588,Bacteria,Chloroflexi,JG30-KF-CM66,JG30-KF-CM66_uc,JG30-KF-CM66_uc,JG30-KF-CM66_uc
sq2589,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Magnetospiraceae,Magnetospiraceae_uc
sq2590,Bacteria,Proteobacteria,Gammaproteobacteria,SAR86_clade,SAR86_clade_uc,SAR86_clade_uc
sq2591,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Rubritaleaceae,Roseibacillus
sq2592,Bacteria,Proteobacteria,Gammaproteobacteria,Thiotrichales,Thiotrichaceae,Thiotrichaceae_uc
sq2593,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,SAR11_clade_uc,SAR11_clade_uc
sq2594,Bacteria,Proteobacteria,Gammaproteobacteria,SAR86_clade,SAR86_clade_uc,SAR86_clade_uc
sq2595,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Lentimicrobiaceae,Lentimicrobiaceae_uc
sq2596,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,SAR11_clade_uc,SAR11_clade_uc
sq2597,Bacteria,Marinimicrobia_SAR406,Marinimicrobia_SAR406_uc,Marinimicrobia_SAR406_uc,Marinimicrobia_SAR406_uc,Marinimicrobia_SAR406_uc
sq2598,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,Saprospiraceae_uc
sq2599,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Rubritaleaceae,Haloferula
sq2600,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,NS9,NS9_uc
sq2601,Archaea,Crenarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Cand_Nitrosopumilus
sq2602,Bacteria,Proteobacteria,Alphaproteobacteria,Defluviicoccales,Defluviicoccales_uc,Defluviicoccales_uc
sq2603,Bacteria,Planctomycetota,Pla3_lineage,Pla3_lineage_uc,Pla3_lineage_uc,Pla3_lineage_uc
sq2604,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Aquabacterium
sq2605,Bacteria,Proteobacteria,Alphaproteobacteria,Defluviicoccales,Defluviicoccales_uc,Defluviicoccales_uc
sq2606,Bacteria,NB1-j,NB1-j_uc,NB1-j_uc,NB1-j_uc,NB1-j_uc
sq2607,Bacteria,Proteobacteria,Alphaproteobacteria,Sneathiellales,Sneathiellaceae,Sneathiellaceae_uc
sq2608,Bacteria,Proteobacteria,Gammaproteobacteria,Thiomicrospirales,Thioglobaceae,SUP05_cluster
sq2609,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NS5
sq2610,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,AEGEAN-169,AEGEAN-169_uc
sq2611,Bacteria,Proteobacteria,Gammaproteobacteria,Arenicellales,Arenicellaceae,Arenicella
sq2612,Bacteria,Proteobacteria,Gammaproteobacteria,Nitrosococcales,Nitrosococcaceae,Cm1-21
sq2613,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,NS9,NS9_uc
sq2614,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Sediminibacterium
sq2615,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Stenotrophomonas
sq2616,Bacteria,Proteobacteria,Gammaproteobacteria,HgCo23,HgCo23_uc,HgCo23_uc
sq2617,Bacteria,Marinimicrobia_SAR406,Marinimicrobia_SAR406_uc,Marinimicrobia_SAR406_uc,Marinimicrobia_SAR406_uc,Marinimicrobia_SAR406_uc
sq2618,Bacteria,Cyanobacteria,Cyanobacteriia,Cyanobacteriia_uc,Cyanobacteriia_uc,Cyanobacteriia_uc
sq2619,Bacteria,Proteobacteria,Gammaproteobacteria,EPR3968-O8a-Bc78,EPR3968-O8a-Bc78_uc,EPR3968-O8a-Bc78_uc
sq2620,Bacteria,Proteobacteria,Gammaproteobacteria,Thiomicrospirales,Thioglobaceae,SUP05_cluster
sq2621,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,AEGEAN-169,AEGEAN-169_uc
sq2622,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Planktomarina
sq2623,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Bradyrhizobium
sq2625,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria_uc,Gammaproteobacteria_uc,Gammaproteobacteria_uc
sq2626,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,SAR11_Clade_I,SAR11_Clade_Ib
sq2627,Bacteria,Planctomycetota,Planctomycetes,Planctomycetales,Gimesiaceae,Gimesiaceae_uc
sq2628,Bacteria,Marinimicrobia_SAR406,Marinimicrobia_SAR406_uc,Marinimicrobia_SAR406_uc,Marinimicrobia_SAR406_uc,Marinimicrobia_SAR406_uc
sq2629,Bacteria,Marinimicrobia_SAR406,Marinimicrobia_SAR406_uc,Marinimicrobia_SAR406_uc,Marinimicrobia_SAR406_uc,Marinimicrobia_SAR406_uc
sq2630,Bacteria,Campilobacterota,Campylobacteria,Campylobacterales,Sulfurovaceae,Sulfurovum
sq2631,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Shewanellaceae,Shewanella
sq2632,Bacteria,Proteobacteria,Alphaproteobacteria,Defluviicoccales,Defluviicoccales_uc,Defluviicoccales_uc
sq2633,Bacteria,Proteobacteria,Alphaproteobacteria,Puniceispirillales,SAR116_clade,SAR116_clade_uc
sq2634,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Crocinitomicaceae,Fluviicola
sq2635,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,AEGEAN-169,AEGEAN-169_uc
sq2636,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,SAR11_Clade_I,SAR11_Clade_Ib
sq2637,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,SAR11_Clade_II,SAR11_Clade_II_uc
sq2638,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Opitutales,Puniceicoccaceae,Verruc-01
sq2639,Bacteria,Chloroflexi,Dehalococcoidia,SAR202_clade,SAR202_clade_uc,SAR202_clade_uc
sq2640,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Formosa
sq2641,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Magnetospiraceae,Magnetospiraceae_uc
sq2642,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rhodobacteraceae_uc
sq2643,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas
sq2644,Bacteria,Proteobacteria,Gammaproteobacteria,UBA10353,UBA10353_uc,UBA10353_uc
sq2646,Bacteria,Marinimicrobia_SAR406,Marinimicrobia_SAR406_uc,Marinimicrobia_SAR406_uc,Marinimicrobia_SAR406_uc,Marinimicrobia_SAR406_uc
sq2647,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,SAR11_Clade_I,SAR11_Clade_I_uc
sq2648,Bacteria,Planctomycetota,Planctomycetes,Planctomycetales,Gimesiaceae,Gimesiaceae_uc
sq2650,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,SAR11_clade_uc,SAR11_clade_uc
sq2651,Bacteria,Marinimicrobia_SAR406,Marinimicrobia_SAR406_uc,Marinimicrobia_SAR406_uc,Marinimicrobia_SAR406_uc,Marinimicrobia_SAR406_uc
sq2652,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,OM27_clade
sq2653,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter
sq2654,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Opitutales,Puniceicoccaceae,MB11C04
sq2655,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Arctic97B-4,Arctic97B-4_uc,Arctic97B-4_uc
sq2656,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Colwelliaceae,Colwellia
sq2657,Bacteria,Proteobacteria,Alphaproteobacteria,Puniceispirillales,Puniceispirillales_uc,Puniceispirillales_uc
sq2658,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cyclobacteriaceae,Cyclobacteriaceae_uc
sq2659,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,NS9,NS9_uc
sq2660,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,SAR11_Clade_I,SAR11_Clade_Ib
sq2661,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NS5
sq2663,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,SAR11_Clade_II,SAR11_Clade_II_uc
sq2664,Bacteria,Proteobacteria,Gammaproteobacteria,SAR86_clade,SAR86_clade_uc,SAR86_clade_uc
sq2665,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,NS7,NS7_uc
sq2666,Bacteria,Proteobacteria,Gammaproteobacteria,SAR86_clade,SAR86_clade_uc,SAR86_clade_uc
sq2667,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NS5
sq2668,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Nitrincolaceae,Profundimonas
sq2669,Bacteria,Planctomycetota,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,JL-ETNP-F27
sq2670,Bacteria,Gemmatimonadota,BD2-11,BD2-11_uc,BD2-11_uc,BD2-11_uc
sq2671,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,Cand_Megaira
sq2672,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Pseudofulvibacter
sq2673,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Opitutales,Puniceicoccaceae,Puniceicoccaceae_uc
sq2675,Bacteria,Proteobacteria,Gammaproteobacteria,Piscirickettsiales,Piscirickettsiaceae,Cand_Endoecteinascidia
sq2676,Bacteria,Proteobacteria,Gammaproteobacteria,Thiomicrospirales,Thioglobaceae,SUP05_cluster
sq2677,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Magnetospiraceae,Magnetospiraceae_uc
sq2678,Bacteria,Firmicutes,Bacilli,Staphylococcales,Gemellaceae,Gemella
sq2679,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,NS9,NS9_uc
sq2680,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Opitutales,Puniceicoccaceae,MB11C04
sq2681,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,SAR11_clade_uc,SAR11_clade_uc
sq2682,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Amylibacter
sq2683,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Altererythrobacter
sq2684,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,SAR11_clade_uc,SAR11_clade_uc
sq2685,Bacteria,Proteobacteria,Gammaproteobacteria,P0X4b2H11,P0X4b2H11_uc,P0X4b2H11_uc
sq2686,Bacteria,Proteobacteria,Gammaproteobacteria,OM182_clade,OM182_clade_uc,OM182_clade_uc
sq2687,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Magnetospiraceae,Magnetospiraceae_uc
sq2688,Bacteria,Cyanobacteria,Cyanobacteriia,Synechococcales,Cyanobiaceae,Synechococcus
sq2689,Bacteria,Proteobacteria,Alphaproteobacteria,Kordiimonadales,Kordiimonadales_uc,Kordiimonadales_uc
sq2690,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Sulfitobacter
sq2691,Archaea,Thermoplasmatota,Thermoplasmata,Marine_Group_II,Marine_Group_II_uc,Marine_Group_II_uc
sq2692,Bacteria,Proteobacteria,Alphaproteobacteria,Parvibaculales,OCS116_clade,OCS116_clade_uc
sq2693,Bacteria,Proteobacteria,Alphaproteobacteria,Elsterales,Elsteraceae,Elsteraceae_uc
sq2694,Bacteria,Myxococcota,Polyangia,Polyangiales,BIrii41,BIrii41_uc
sq2696,Bacteria,Proteobacteria,Alphaproteobacteria,Micavibrionales,Micavibrionaceae,Micavibrionaceae_uc
sq2697,Bacteria,Proteobacteria,Alphaproteobacteria,Defluviicoccales,Defluviicoccales_uc,Defluviicoccales_uc
sq2699,Bacteria,Proteobacteria,Alphaproteobacteria,Puniceispirillales,SAR116_clade,SAR116_clade_uc
sq2700,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,NS9,NS9_uc
sq2701,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,SAR11_Clade_I,SAR11_Clade_Ib
sq2702,Bacteria,Gemmatimonadota,BD2-11,BD2-11_uc,BD2-11_uc,BD2-11_uc
sq2703,Bacteria,Chloroflexi,Dehalococcoidia,SAR202_clade,SAR202_clade_uc,SAR202_clade_uc
sq2704,Bacteria,SAR324_clade,SAR324_clade_uc,SAR324_clade_uc,SAR324_clade_uc,SAR324_clade_uc
sq2705,Bacteria,Proteobacteria,Gammaproteobacteria,OM182_clade,OM182_clade_uc,OM182_clade_uc
sq2706,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,SAR11_Clade_II,SAR11_Clade_II_uc
sq2707,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,SAR11_Clade_I,SAR11_Clade_Ia
sq2708,Bacteria,Proteobacteria,Gammaproteobacteria,Steroidobacterales,Woeseiaceae,Woeseia
sq2709,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Saccharospirillaceae,Saccharospirillaceae_uc
sq2711,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,SAR11_Clade_I,SAR11_Clade_Ib
sq2712,Bacteria,Bacteroidota,Bacteroidia,Bacteroidia_uc,Bacteroidia_uc,Bacteroidia_uc
sq2713,Bacteria,NB1-j,NB1-j_uc,NB1-j_uc,NB1-j_uc,NB1-j_uc
sq2714,Bacteria,Marinimicrobia_SAR406,Marinimicrobia_SAR406_uc,Marinimicrobia_SAR406_uc,Marinimicrobia_SAR406_uc,Marinimicrobia_SAR406_uc
sq2715,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,SAR11_Clade_II,SAR11_Clade_II_uc
sq2716,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,OM27_clade
sq2717,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rhodobacteraceae_uc
sq2718,Bacteria,Cyanobacteria,Cyanobacteriia,Synechococcales,Cyanobiaceae,Synechococcus
sq2719,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,SAR11_Clade_I,SAR11_Clade_I_uc
sq2720,Bacteria,SAR324_clade,SAR324_clade_uc,SAR324_clade_uc,SAR324_clade_uc,SAR324_clade_uc
sq2721,Bacteria,Marinimicrobia_SAR406,Marinimicrobia_SAR406_uc,Marinimicrobia_SAR406_uc,Marinimicrobia_SAR406_uc,Marinimicrobia_SAR406_uc
sq2723,Bacteria,Nitrospinota,Nitrospinia,Nitrospinales,Nitrospinaceae,LS-NOB
sq2724,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,SAR11_Clade_II,SAR11_Clade_II_uc
sq2725,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,SAR11_Clade_II,SAR11_Clade_II_uc
sq2726,Bacteria,Proteobacteria,Gammaproteobacteria,UBA10353,UBA10353_uc,UBA10353_uc
